"Utc","ProcessId","Protocol","LocalAddress","LocalPort","RemoteAddress","RemotePort","State"
"2026-09-09T20:32:26.3403667Z","18052","TCP","0.0.0.0","21166","0.0.0.0","0","Listen"
"2026-09-09T20:32:26.3403667Z","18052","UDP","127.0.0.1","53924","","","Bound"
"2026-09-09T20:32:26.3403667Z","18052","UDP","0.0.0.0","21166","","","Bound"
"2026-09-09T20:32:26.3403667Z","18052","UDP","0.0.0.0","443","","","Bound"
"2026-09-09T20:32:27.5712217Z","18052","TCP","0.0.0.0","49514","0.0.0.0","0","Bound"
"2026-09-09T20:32:27.5712217Z","18052","TCP","0.0.0.0","49506","0.0.0.0","0","Bound"
"2026-09-09T20:32:27.5712217Z","18052","TCP","0.0.0.0","49505","0.0.0.0","0","Bound"
"2026-09-09T20:32:27.5712217Z","18052","TCP","0.0.0.0","49504","0.0.0.0","0","Bound"
"2026-09-09T20:32:27.5712217Z","18052","TCP","0.0.0.0","49502","0.0.0.0","0","Bound"
"2026-09-09T20:32:27.5712217Z","18052","TCP","0.0.0.0","49501","0.0.0.0","0","Bound"
"2026-09-09T20:32:27.5712217Z","18052","TCP","0.0.0.0","49498","0.0.0.0","0","Bound"
"2026-09-09T20:32:27.5712217Z","18052","TCP","0.0.0.0","49488","0.0.0.0","0","Bound"
"2026-09-09T20:32:27.5712217Z","18052","TCP","0.0.0.0","49487","0.0.0.0","0","Bound"
"2026-09-09T20:32:27.5712217Z","18052","TCP","0.0.0.0","49486","0.0.0.0","0","Bound"
"2026-09-09T20:32:27.5712217Z","18052","TCP","0.0.0.0","49483","0.0.0.0","0","Bound"
"2026-09-09T20:32:27.5712217Z","18052","TCP","0.0.0.0","49482","0.0.0.0","0","Bound"
"2026-09-09T20:32:27.5712217Z","18052","TCP","0.0.0.0","49474","0.0.0.0","0","Bound"
"2026-09-09T20:32:27.5712217Z","18052","TCP","0.0.0.0","49473","0.0.0.0","0","Bound"
"2026-09-09T20:32:27.5712217Z","18052","TCP","0.0.0.0","49472","0.0.0.0","0","Bound"
"2026-09-09T20:32:27.5712217Z","18052","TCP","0.0.0.0","49469","0.0.0.0","0","Bound"
"2026-09-09T20:32:27.5712217Z","18052","TCP","0.0.0.0","49468","0.0.0.0","0","Bound"
"2026-09-09T20:32:27.5712217Z","18052","TCP","172.18.0.1","49514","98.243.72.6","44619","Established"
"2026-09-09T20:32:27.5712217Z","18052","TCP","172.18.0.1","49506","76.164.225.122","80","Established"
"2026-09-09T20:32:27.5712217Z","18052","TCP","172.18.0.1","49505","70.187.180.179","80","Established"
"2026-09-09T20:32:27.5712217Z","18052","TCP","172.18.0.1","49504","165.124.111.187","80","Established"
"2026-09-09T20:32:27.5712217Z","18052","TCP","172.18.0.1","49502","72.223.69.27","80","Established"
"2026-09-09T20:32:27.5712217Z","18052","TCP","172.18.0.1","49501","75.18.225.77","80","Established"
"2026-09-09T20:32:27.5712217Z","18052","TCP","172.18.0.1","49498","131.191.12.115","80","Established"
"2026-09-09T20:32:27.5712217Z","18052","TCP","172.18.0.1","49488","76.164.225.122","443","Established"
"2026-09-09T20:32:27.5712217Z","18052","TCP","172.18.0.1","49487","70.187.180.179","443","Established"
"2026-09-09T20:32:27.5712217Z","18052","TCP","172.18.0.1","49486","165.124.111.187","443","Established"
"2026-09-09T20:32:27.5712217Z","18052","TCP","172.18.0.1","49483","72.223.69.27","443","Established"
"2026-09-09T20:32:27.5712217Z","18052","TCP","172.18.0.1","49482","75.18.225.77","443","Established"
"2026-09-09T20:32:27.5712217Z","18052","TCP","172.18.0.1","49474","76.164.225.122","20499","Established"
"2026-09-09T20:32:27.5712217Z","18052","TCP","172.18.0.1","49473","70.187.180.179","59428","Established"
"2026-09-09T20:32:27.5712217Z","18052","TCP","172.18.0.1","49472","165.124.111.187","54423","Established"
"2026-09-09T20:32:27.5712217Z","18052","TCP","172.18.0.1","49469","72.223.69.27","12434","Established"
"2026-09-09T20:32:27.5712217Z","18052","TCP","172.18.0.1","49468","75.18.225.77","1927","Established"
"2026-09-09T20:32:27.5712217Z","18052","TCP","0.0.0.0","21166","0.0.0.0","0","Listen"
"2026-09-09T20:32:27.5712217Z","18052","UDP","127.0.0.1","53924","","","Bound"
"2026-09-09T20:32:27.5712217Z","18052","UDP","0.0.0.0","21166","","","Bound"
"2026-09-09T20:32:27.5712217Z","18052","UDP","0.0.0.0","443","","","Bound"
"2026-09-09T20:32:28.8150251Z","18052","TCP","0.0.0.0","49516","0.0.0.0","0","Bound"
"2026-09-09T20:32:28.8150251Z","18052","TCP","0.0.0.0","49514","0.0.0.0","0","Bound"
"2026-09-09T20:32:28.8150251Z","18052","TCP","0.0.0.0","49506","0.0.0.0","0","Bound"
"2026-09-09T20:32:28.8150251Z","18052","TCP","0.0.0.0","49505","0.0.0.0","0","Bound"
"2026-09-09T20:32:28.8150251Z","18052","TCP","0.0.0.0","49504","0.0.0.0","0","Bound"
"2026-09-09T20:32:28.8150251Z","18052","TCP","0.0.0.0","49502","0.0.0.0","0","Bound"
"2026-09-09T20:32:28.8150251Z","18052","TCP","0.0.0.0","49501","0.0.0.0","0","Bound"
"2026-09-09T20:32:28.8150251Z","18052","TCP","0.0.0.0","49498","0.0.0.0","0","Bound"
"2026-09-09T20:32:28.8150251Z","18052","TCP","0.0.0.0","49488","0.0.0.0","0","Bound"
"2026-09-09T20:32:28.8150251Z","18052","TCP","0.0.0.0","49487","0.0.0.0","0","Bound"
"2026-09-09T20:32:28.8150251Z","18052","TCP","0.0.0.0","49486","0.0.0.0","0","Bound"
"2026-09-09T20:32:28.8150251Z","18052","TCP","0.0.0.0","49483","0.0.0.0","0","Bound"
"2026-09-09T20:32:28.8150251Z","18052","TCP","0.0.0.0","49482","0.0.0.0","0","Bound"
"2026-09-09T20:32:28.8150251Z","18052","TCP","0.0.0.0","49474","0.0.0.0","0","Bound"
"2026-09-09T20:32:28.8150251Z","18052","TCP","0.0.0.0","49473","0.0.0.0","0","Bound"
"2026-09-09T20:32:28.8150251Z","18052","TCP","0.0.0.0","49472","0.0.0.0","0","Bound"
"2026-09-09T20:32:28.8150251Z","18052","TCP","0.0.0.0","49469","0.0.0.0","0","Bound"
"2026-09-09T20:32:28.8150251Z","18052","TCP","0.0.0.0","49468","0.0.0.0","0","Bound"
"2026-09-09T20:32:28.8150251Z","18052","TCP","172.18.0.1","49516","98.243.72.6","443","Established"
"2026-09-09T20:32:28.8150251Z","18052","TCP","172.18.0.1","49514","98.243.72.6","44619","Established"
"2026-09-09T20:32:28.8150251Z","18052","TCP","172.18.0.1","49506","76.164.225.122","80","Established"
"2026-09-09T20:32:28.8150251Z","18052","TCP","172.18.0.1","49505","70.187.180.179","80","Established"
"2026-09-09T20:32:28.8150251Z","18052","TCP","172.18.0.1","49504","165.124.111.187","80","Established"
"2026-09-09T20:32:28.8150251Z","18052","TCP","172.18.0.1","49502","72.223.69.27","80","Established"
"2026-09-09T20:32:28.8150251Z","18052","TCP","172.18.0.1","49501","75.18.225.77","80","Established"
"2026-09-09T20:32:28.8150251Z","18052","TCP","172.18.0.1","49498","131.191.12.115","80","Established"
"2026-09-09T20:32:28.8150251Z","18052","TCP","172.18.0.1","49488","76.164.225.122","443","Established"
"2026-09-09T20:32:28.8150251Z","18052","TCP","172.18.0.1","49487","70.187.180.179","443","Established"
"2026-09-09T20:32:28.8150251Z","18052","TCP","172.18.0.1","49486","165.124.111.187","443","Established"
"2026-09-09T20:32:28.8150251Z","18052","TCP","172.18.0.1","49483","72.223.69.27","443","Established"
"2026-09-09T20:32:28.8150251Z","18052","TCP","172.18.0.1","49482","75.18.225.77","443","Established"
"2026-09-09T20:32:28.8150251Z","18052","TCP","172.18.0.1","49474","76.164.225.122","20499","Established"
"2026-09-09T20:32:28.8150251Z","18052","TCP","172.18.0.1","49473","70.187.180.179","59428","Established"
"2026-09-09T20:32:28.8150251Z","18052","TCP","172.18.0.1","49472","165.124.111.187","54423","Established"
"2026-09-09T20:32:28.8150251Z","18052","TCP","172.18.0.1","49469","72.223.69.27","12434","Established"
"2026-09-09T20:32:28.8150251Z","18052","TCP","172.18.0.1","49468","75.18.225.77","1927","Established"
"2026-09-09T20:32:28.8150251Z","18052","TCP","0.0.0.0","21166","0.0.0.0","0","Listen"
"2026-09-09T20:32:28.8150251Z","18052","UDP","127.0.0.1","53924","","","Bound"
"2026-09-09T20:32:28.8150251Z","18052","UDP","0.0.0.0","21166","","","Bound"
"2026-09-09T20:32:28.8150251Z","18052","UDP","0.0.0.0","443","","","Bound"
"2026-09-09T20:32:30.0345883Z","18052","TCP","0.0.0.0","49518","0.0.0.0","0","Bound"
"2026-09-09T20:32:30.0345883Z","18052","TCP","0.0.0.0","49516","0.0.0.0","0","Bound"
"2026-09-09T20:32:30.0345883Z","18052","TCP","0.0.0.0","49514","0.0.0.0","0","Bound"
"2026-09-09T20:32:30.0345883Z","18052","TCP","0.0.0.0","49506","0.0.0.0","0","Bound"
"2026-09-09T20:32:30.0345883Z","18052","TCP","0.0.0.0","49505","0.0.0.0","0","Bound"
"2026-09-09T20:32:30.0345883Z","18052","TCP","0.0.0.0","49504","0.0.0.0","0","Bound"
"2026-09-09T20:32:30.0345883Z","18052","TCP","0.0.0.0","49502","0.0.0.0","0","Bound"
"2026-09-09T20:32:30.0345883Z","18052","TCP","0.0.0.0","49501","0.0.0.0","0","Bound"
"2026-09-09T20:32:30.0345883Z","18052","TCP","0.0.0.0","49498","0.0.0.0","0","Bound"
"2026-09-09T20:32:30.0345883Z","18052","TCP","0.0.0.0","49488","0.0.0.0","0","Bound"
"2026-09-09T20:32:30.0345883Z","18052","TCP","0.0.0.0","49487","0.0.0.0","0","Bound"
"2026-09-09T20:32:30.0345883Z","18052","TCP","0.0.0.0","49486","0.0.0.0","0","Bound"
"2026-09-09T20:32:30.0345883Z","18052","TCP","0.0.0.0","49483","0.0.0.0","0","Bound"
"2026-09-09T20:32:30.0345883Z","18052","TCP","0.0.0.0","49482","0.0.0.0","0","Bound"
"2026-09-09T20:32:30.0345883Z","18052","TCP","0.0.0.0","49474","0.0.0.0","0","Bound"
"2026-09-09T20:32:30.0345883Z","18052","TCP","0.0.0.0","49473","0.0.0.0","0","Bound"
"2026-09-09T20:32:30.0345883Z","18052","TCP","0.0.0.0","49472","0.0.0.0","0","Bound"
"2026-09-09T20:32:30.0345883Z","18052","TCP","0.0.0.0","49469","0.0.0.0","0","Bound"
"2026-09-09T20:32:30.0345883Z","18052","TCP","0.0.0.0","49468","0.0.0.0","0","Bound"
"2026-09-09T20:32:30.0345883Z","18052","TCP","172.18.0.1","49518","98.243.72.6","80","Established"
"2026-09-09T20:32:30.0345883Z","18052","TCP","172.18.0.1","49516","98.243.72.6","443","Established"
"2026-09-09T20:32:30.0345883Z","18052","TCP","172.18.0.1","49514","98.243.72.6","44619","Established"
"2026-09-09T20:32:30.0345883Z","18052","TCP","172.18.0.1","49506","76.164.225.122","80","Established"
"2026-09-09T20:32:30.0345883Z","18052","TCP","172.18.0.1","49505","70.187.180.179","80","Established"
"2026-09-09T20:32:30.0345883Z","18052","TCP","172.18.0.1","49504","165.124.111.187","80","Established"
"2026-09-09T20:32:30.0345883Z","18052","TCP","172.18.0.1","49502","72.223.69.27","80","Established"
"2026-09-09T20:32:30.0345883Z","18052","TCP","172.18.0.1","49501","75.18.225.77","80","Established"
"2026-09-09T20:32:30.0345883Z","18052","TCP","172.18.0.1","49498","131.191.12.115","80","Established"
"2026-09-09T20:32:30.0345883Z","18052","TCP","172.18.0.1","49488","76.164.225.122","443","Established"
"2026-09-09T20:32:30.0345883Z","18052","TCP","172.18.0.1","49487","70.187.180.179","443","Established"
"2026-09-09T20:32:30.0345883Z","18052","TCP","172.18.0.1","49486","165.124.111.187","443","Established"
"2026-09-09T20:32:30.0345883Z","18052","TCP","172.18.0.1","49483","72.223.69.27","443","Established"
"2026-09-09T20:32:30.0345883Z","18052","TCP","172.18.0.1","49482","75.18.225.77","443","Established"
"2026-09-09T20:32:30.0345883Z","18052","TCP","172.18.0.1","49474","76.164.225.122","20499","Established"
"2026-09-09T20:32:30.0345883Z","18052","TCP","172.18.0.1","49473","70.187.180.179","59428","Established"
"2026-09-09T20:32:30.0345883Z","18052","TCP","172.18.0.1","49472","165.124.111.187","54423","Established"
"2026-09-09T20:32:30.0345883Z","18052","TCP","172.18.0.1","49469","72.223.69.27","12434","Established"
"2026-09-09T20:32:30.0345883Z","18052","TCP","172.18.0.1","49468","75.18.225.77","1927","Established"
"2026-09-09T20:32:30.0345883Z","18052","TCP","0.0.0.0","21166","0.0.0.0","0","Listen"
"2026-09-09T20:32:30.0345883Z","18052","UDP","127.0.0.1","53924","","","Bound"
"2026-09-09T20:32:30.0345883Z","18052","UDP","0.0.0.0","21166","","","Bound"
"2026-09-09T20:32:30.0345883Z","18052","UDP","0.0.0.0","443","","","Bound"
"2026-09-09T20:32:31.3100529Z","18052","TCP","0.0.0.0","49518","0.0.0.0","0","Bound"
"2026-09-09T20:32:31.3100529Z","18052","TCP","0.0.0.0","49516","0.0.0.0","0","Bound"
"2026-09-09T20:32:31.3100529Z","18052","TCP","0.0.0.0","49514","0.0.0.0","0","Bound"
"2026-09-09T20:32:31.3100529Z","18052","TCP","0.0.0.0","49506","0.0.0.0","0","Bound"
"2026-09-09T20:32:31.3100529Z","18052","TCP","0.0.0.0","49505","0.0.0.0","0","Bound"
"2026-09-09T20:32:31.3100529Z","18052","TCP","0.0.0.0","49504","0.0.0.0","0","Bound"
"2026-09-09T20:32:31.3100529Z","18052","TCP","0.0.0.0","49502","0.0.0.0","0","Bound"
"2026-09-09T20:32:31.3100529Z","18052","TCP","0.0.0.0","49501","0.0.0.0","0","Bound"
"2026-09-09T20:32:31.3100529Z","18052","TCP","0.0.0.0","49498","0.0.0.0","0","Bound"
"2026-09-09T20:32:31.3100529Z","18052","TCP","0.0.0.0","49488","0.0.0.0","0","Bound"
"2026-09-09T20:32:31.3100529Z","18052","TCP","0.0.0.0","49487","0.0.0.0","0","Bound"
"2026-09-09T20:32:31.3100529Z","18052","TCP","0.0.0.0","49486","0.0.0.0","0","Bound"
"2026-09-09T20:32:31.3100529Z","18052","TCP","0.0.0.0","49483","0.0.0.0","0","Bound"
"2026-09-09T20:32:31.3100529Z","18052","TCP","0.0.0.0","49482","0.0.0.0","0","Bound"
"2026-09-09T20:32:31.3100529Z","18052","TCP","0.0.0.0","49474","0.0.0.0","0","Bound"
"2026-09-09T20:32:31.3100529Z","18052","TCP","0.0.0.0","49473","0.0.0.0","0","Bound"
"2026-09-09T20:32:31.3100529Z","18052","TCP","0.0.0.0","49472","0.0.0.0","0","Bound"
"2026-09-09T20:32:31.3100529Z","18052","TCP","0.0.0.0","49469","0.0.0.0","0","Bound"
"2026-09-09T20:32:31.3100529Z","18052","TCP","0.0.0.0","49468","0.0.0.0","0","Bound"
"2026-09-09T20:32:31.3100529Z","18052","TCP","172.18.0.1","49518","98.243.72.6","80","Established"
"2026-09-09T20:32:31.3100529Z","18052","TCP","172.18.0.1","49516","98.243.72.6","443","Established"
"2026-09-09T20:32:31.3100529Z","18052","TCP","172.18.0.1","49514","98.243.72.6","44619","Established"
"2026-09-09T20:32:31.3100529Z","18052","TCP","172.18.0.1","49506","76.164.225.122","80","Established"
"2026-09-09T20:32:31.3100529Z","18052","TCP","172.18.0.1","49505","70.187.180.179","80","Established"
"2026-09-09T20:32:31.3100529Z","18052","TCP","172.18.0.1","49504","165.124.111.187","80","Established"
"2026-09-09T20:32:31.3100529Z","18052","TCP","172.18.0.1","49502","72.223.69.27","80","Established"
"2026-09-09T20:32:31.3100529Z","18052","TCP","172.18.0.1","49501","75.18.225.77","80","Established"
"2026-09-09T20:32:31.3100529Z","18052","TCP","172.18.0.1","49498","131.191.12.115","80","Established"
"2026-09-09T20:32:31.3100529Z","18052","TCP","172.18.0.1","49488","76.164.225.122","443","Established"
"2026-09-09T20:32:31.3100529Z","18052","TCP","172.18.0.1","49487","70.187.180.179","443","Established"
"2026-09-09T20:32:31.3100529Z","18052","TCP","172.18.0.1","49486","165.124.111.187","443","Established"
"2026-09-09T20:32:31.3100529Z","18052","TCP","172.18.0.1","49483","72.223.69.27","443","Established"
"2026-09-09T20:32:31.3100529Z","18052","TCP","172.18.0.1","49482","75.18.225.77","443","Established"
"2026-09-09T20:32:31.3100529Z","18052","TCP","172.18.0.1","49474","76.164.225.122","20499","Established"
"2026-09-09T20:32:31.3100529Z","18052","TCP","172.18.0.1","49473","70.187.180.179","59428","Established"
"2026-09-09T20:32:31.3100529Z","18052","TCP","172.18.0.1","49472","165.124.111.187","54423","Established"
"2026-09-09T20:32:31.3100529Z","18052","TCP","172.18.0.1","49469","72.223.69.27","12434","Established"
"2026-09-09T20:32:31.3100529Z","18052","TCP","172.18.0.1","49468","75.18.225.77","1927","Established"
"2026-09-09T20:32:31.3100529Z","18052","TCP","0.0.0.0","21166","0.0.0.0","0","Listen"
"2026-09-09T20:32:31.3100529Z","18052","UDP","127.0.0.1","53924","","","Bound"
"2026-09-09T20:32:31.3100529Z","18052","UDP","0.0.0.0","21166","","","Bound"
"2026-09-09T20:32:31.3100529Z","18052","UDP","0.0.0.0","443","","","Bound"
"2026-09-09T20:32:32.5507928Z","18052","TCP","0.0.0.0","49518","0.0.0.0","0","Bound"
"2026-09-09T20:32:32.5507928Z","18052","TCP","0.0.0.0","49516","0.0.0.0","0","Bound"
"2026-09-09T20:32:32.5507928Z","18052","TCP","0.0.0.0","49514","0.0.0.0","0","Bound"
"2026-09-09T20:32:32.5507928Z","18052","TCP","0.0.0.0","49506","0.0.0.0","0","Bound"
"2026-09-09T20:32:32.5507928Z","18052","TCP","0.0.0.0","49505","0.0.0.0","0","Bound"
"2026-09-09T20:32:32.5507928Z","18052","TCP","0.0.0.0","49504","0.0.0.0","0","Bound"
"2026-09-09T20:32:32.5507928Z","18052","TCP","0.0.0.0","49502","0.0.0.0","0","Bound"
"2026-09-09T20:32:32.5507928Z","18052","TCP","0.0.0.0","49501","0.0.0.0","0","Bound"
"2026-09-09T20:32:32.5507928Z","18052","TCP","0.0.0.0","49498","0.0.0.0","0","Bound"
"2026-09-09T20:32:32.5507928Z","18052","TCP","0.0.0.0","49488","0.0.0.0","0","Bound"
"2026-09-09T20:32:32.5507928Z","18052","TCP","0.0.0.0","49487","0.0.0.0","0","Bound"
"2026-09-09T20:32:32.5507928Z","18052","TCP","0.0.0.0","49486","0.0.0.0","0","Bound"
"2026-09-09T20:32:32.5507928Z","18052","TCP","0.0.0.0","49483","0.0.0.0","0","Bound"
"2026-09-09T20:32:32.5507928Z","18052","TCP","0.0.0.0","49482","0.0.0.0","0","Bound"
"2026-09-09T20:32:32.5507928Z","18052","TCP","0.0.0.0","49474","0.0.0.0","0","Bound"
"2026-09-09T20:32:32.5507928Z","18052","TCP","0.0.0.0","49473","0.0.0.0","0","Bound"
"2026-09-09T20:32:32.5507928Z","18052","TCP","0.0.0.0","49472","0.0.0.0","0","Bound"
"2026-09-09T20:32:32.5507928Z","18052","TCP","0.0.0.0","49469","0.0.0.0","0","Bound"
"2026-09-09T20:32:32.5507928Z","18052","TCP","0.0.0.0","49468","0.0.0.0","0","Bound"
"2026-09-09T20:32:32.5507928Z","18052","TCP","172.18.0.1","49518","98.243.72.6","80","Established"
"2026-09-09T20:32:32.5507928Z","18052","TCP","172.18.0.1","49516","98.243.72.6","443","Established"
"2026-09-09T20:32:32.5507928Z","18052","TCP","172.18.0.1","49514","98.243.72.6","44619","Established"
"2026-09-09T20:32:32.5507928Z","18052","TCP","172.18.0.1","49506","76.164.225.122","80","Established"
"2026-09-09T20:32:32.5507928Z","18052","TCP","172.18.0.1","49505","70.187.180.179","80","Established"
"2026-09-09T20:32:32.5507928Z","18052","TCP","172.18.0.1","49504","165.124.111.187","80","Established"
"2026-09-09T20:32:32.5507928Z","18052","TCP","172.18.0.1","49502","72.223.69.27","80","Established"
"2026-09-09T20:32:32.5507928Z","18052","TCP","172.18.0.1","49501","75.18.225.77","80","Established"
"2026-09-09T20:32:32.5507928Z","18052","TCP","172.18.0.1","49498","131.191.12.115","80","Established"
"2026-09-09T20:32:32.5507928Z","18052","TCP","172.18.0.1","49488","76.164.225.122","443","Established"
"2026-09-09T20:32:32.5507928Z","18052","TCP","172.18.0.1","49487","70.187.180.179","443","Established"
"2026-09-09T20:32:32.5507928Z","18052","TCP","172.18.0.1","49486","165.124.111.187","443","Established"
"2026-09-09T20:32:32.5507928Z","18052","TCP","172.18.0.1","49483","72.223.69.27","443","Established"
"2026-09-09T20:32:32.5507928Z","18052","TCP","172.18.0.1","49482","75.18.225.77","443","Established"
"2026-09-09T20:32:32.5507928Z","18052","TCP","172.18.0.1","49474","76.164.225.122","20499","Established"
"2026-09-09T20:32:32.5507928Z","18052","TCP","172.18.0.1","49473","70.187.180.179","59428","Established"
"2026-09-09T20:32:32.5507928Z","18052","TCP","172.18.0.1","49472","165.124.111.187","54423","Established"
"2026-09-09T20:32:32.5507928Z","18052","TCP","172.18.0.1","49469","72.223.69.27","12434","Established"
"2026-09-09T20:32:32.5507928Z","18052","TCP","172.18.0.1","49468","75.18.225.77","1927","Established"
"2026-09-09T20:32:32.5507928Z","18052","TCP","0.0.0.0","21166","0.0.0.0","0","Listen"
"2026-09-09T20:32:32.5507928Z","18052","UDP","127.0.0.1","53924","","","Bound"
"2026-09-09T20:32:32.5507928Z","18052","UDP","0.0.0.0","21166","","","Bound"
"2026-09-09T20:32:32.5507928Z","18052","UDP","0.0.0.0","443","","","Bound"
"2026-09-09T20:32:33.8173835Z","18052","TCP","0.0.0.0","49518","0.0.0.0","0","Bound"
"2026-09-09T20:32:33.8173835Z","18052","TCP","0.0.0.0","49516","0.0.0.0","0","Bound"
"2026-09-09T20:32:33.8173835Z","18052","TCP","0.0.0.0","49514","0.0.0.0","0","Bound"
"2026-09-09T20:32:33.8173835Z","18052","TCP","0.0.0.0","49506","0.0.0.0","0","Bound"
"2026-09-09T20:32:33.8173835Z","18052","TCP","0.0.0.0","49505","0.0.0.0","0","Bound"
"2026-09-09T20:32:33.8173835Z","18052","TCP","0.0.0.0","49504","0.0.0.0","0","Bound"
"2026-09-09T20:32:33.8173835Z","18052","TCP","0.0.0.0","49502","0.0.0.0","0","Bound"
"2026-09-09T20:32:33.8173835Z","18052","TCP","0.0.0.0","49501","0.0.0.0","0","Bound"
"2026-09-09T20:32:33.8173835Z","18052","TCP","0.0.0.0","49498","0.0.0.0","0","Bound"
"2026-09-09T20:32:33.8173835Z","18052","TCP","0.0.0.0","49488","0.0.0.0","0","Bound"
"2026-09-09T20:32:33.8173835Z","18052","TCP","0.0.0.0","49487","0.0.0.0","0","Bound"
"2026-09-09T20:32:33.8173835Z","18052","TCP","0.0.0.0","49486","0.0.0.0","0","Bound"
"2026-09-09T20:32:33.8173835Z","18052","TCP","0.0.0.0","49483","0.0.0.0","0","Bound"
"2026-09-09T20:32:33.8173835Z","18052","TCP","0.0.0.0","49482","0.0.0.0","0","Bound"
"2026-09-09T20:32:33.8173835Z","18052","TCP","0.0.0.0","49474","0.0.0.0","0","Bound"
"2026-09-09T20:32:33.8173835Z","18052","TCP","0.0.0.0","49473","0.0.0.0","0","Bound"
"2026-09-09T20:32:33.8173835Z","18052","TCP","0.0.0.0","49472","0.0.0.0","0","Bound"
"2026-09-09T20:32:33.8173835Z","18052","TCP","0.0.0.0","49469","0.0.0.0","0","Bound"
"2026-09-09T20:32:33.8173835Z","18052","TCP","0.0.0.0","49468","0.0.0.0","0","Bound"
"2026-09-09T20:32:33.8173835Z","18052","TCP","172.18.0.1","49518","98.243.72.6","80","Established"
"2026-09-09T20:32:33.8173835Z","18052","TCP","172.18.0.1","49516","98.243.72.6","443","Established"
"2026-09-09T20:32:33.8173835Z","18052","TCP","172.18.0.1","49514","98.243.72.6","44619","Established"
"2026-09-09T20:32:33.8173835Z","18052","TCP","172.18.0.1","49506","76.164.225.122","80","Established"
"2026-09-09T20:32:33.8173835Z","18052","TCP","172.18.0.1","49505","70.187.180.179","80","Established"
"2026-09-09T20:32:33.8173835Z","18052","TCP","172.18.0.1","49504","165.124.111.187","80","Established"
"2026-09-09T20:32:33.8173835Z","18052","TCP","172.18.0.1","49502","72.223.69.27","80","Established"
"2026-09-09T20:32:33.8173835Z","18052","TCP","172.18.0.1","49501","75.18.225.77","80","Established"
"2026-09-09T20:32:33.8173835Z","18052","TCP","172.18.0.1","49498","131.191.12.115","80","Established"
"2026-09-09T20:32:33.8173835Z","18052","TCP","172.18.0.1","49488","76.164.225.122","443","Established"
"2026-09-09T20:32:33.8173835Z","18052","TCP","172.18.0.1","49487","70.187.180.179","443","Established"
"2026-09-09T20:32:33.8173835Z","18052","TCP","172.18.0.1","49486","165.124.111.187","443","Established"
"2026-09-09T20:32:33.8173835Z","18052","TCP","172.18.0.1","49483","72.223.69.27","443","Established"
"2026-09-09T20:32:33.8173835Z","18052","TCP","172.18.0.1","49482","75.18.225.77","443","Established"
"2026-09-09T20:32:33.8173835Z","18052","TCP","172.18.0.1","49474","76.164.225.122","20499","Established"
"2026-09-09T20:32:33.8173835Z","18052","TCP","172.18.0.1","49473","70.187.180.179","59428","Established"
"2026-09-09T20:32:33.8173835Z","18052","TCP","172.18.0.1","49472","165.124.111.187","54423","Established"
"2026-09-09T20:32:33.8173835Z","18052","TCP","172.18.0.1","49469","72.223.69.27","12434","Established"
"2026-09-09T20:32:33.8173835Z","18052","TCP","172.18.0.1","49468","75.18.225.77","1927","Established"
"2026-09-09T20:32:33.8173835Z","18052","TCP","0.0.0.0","21166","0.0.0.0","0","Listen"
"2026-09-09T20:32:33.8173835Z","18052","UDP","127.0.0.1","53924","","","Bound"
"2026-09-09T20:32:33.8173835Z","18052","UDP","0.0.0.0","21166","","","Bound"
"2026-09-09T20:32:33.8173835Z","18052","UDP","0.0.0.0","443","","","Bound"
"2026-09-09T20:32:35.0735008Z","18052","TCP","0.0.0.0","49518","0.0.0.0","0","Bound"
"2026-09-09T20:32:35.0735008Z","18052","TCP","0.0.0.0","49516","0.0.0.0","0","Bound"
"2026-09-09T20:32:35.0735008Z","18052","TCP","0.0.0.0","49514","0.0.0.0","0","Bound"
"2026-09-09T20:32:35.0735008Z","18052","TCP","0.0.0.0","49506","0.0.0.0","0","Bound"
"2026-09-09T20:32:35.0735008Z","18052","TCP","0.0.0.0","49505","0.0.0.0","0","Bound"
"2026-09-09T20:32:35.0735008Z","18052","TCP","0.0.0.0","49504","0.0.0.0","0","Bound"
"2026-09-09T20:32:35.0735008Z","18052","TCP","0.0.0.0","49502","0.0.0.0","0","Bound"
"2026-09-09T20:32:35.0735008Z","18052","TCP","0.0.0.0","49501","0.0.0.0","0","Bound"
"2026-09-09T20:32:35.0735008Z","18052","TCP","0.0.0.0","49498","0.0.0.0","0","Bound"
"2026-09-09T20:32:35.0735008Z","18052","TCP","0.0.0.0","49488","0.0.0.0","0","Bound"
"2026-09-09T20:32:35.0735008Z","18052","TCP","0.0.0.0","49487","0.0.0.0","0","Bound"
"2026-09-09T20:32:35.0735008Z","18052","TCP","0.0.0.0","49486","0.0.0.0","0","Bound"
"2026-09-09T20:32:35.0735008Z","18052","TCP","0.0.0.0","49483","0.0.0.0","0","Bound"
"2026-09-09T20:32:35.0735008Z","18052","TCP","0.0.0.0","49482","0.0.0.0","0","Bound"
"2026-09-09T20:32:35.0735008Z","18052","TCP","0.0.0.0","49474","0.0.0.0","0","Bound"
"2026-09-09T20:32:35.0735008Z","18052","TCP","0.0.0.0","49473","0.0.0.0","0","Bound"
"2026-09-09T20:32:35.0735008Z","18052","TCP","0.0.0.0","49472","0.0.0.0","0","Bound"
"2026-09-09T20:32:35.0735008Z","18052","TCP","0.0.0.0","49469","0.0.0.0","0","Bound"
